AGE_10_14,AGE_15_19,AGE_20_24,AGE_25_34,AGE_35_44,AGE_45_54,AGE_55_64,AGE_5_9,AGE_65_74,AGE_75_84,AGE_85_UP,AGE_UNDER5,AMERI_ES,ASIAN,AVE_FAM_SZ,AVE_HH_SZ,BLACK,CAPITAL,CLASS,FAMILIES,FEMALES,FHH_CHILD,FID,HAWN_PI,HISPANIC,HOUSEHOLDS,HSEHLD_1_F,HSEHLD_1_M,HSE_UNITS,MALES,MARHH_CHD,MARHH_NO_C,MED_AGE,MED_AGE_F,MED_AGE_M,MHH_CHILD,MULT_RACE,NAME,OBJECTID,OTHER,OWNER_OCC,PLACEFIPS,POP2010,POPULATION,POP_CLASS,RENTER_OCC,SHAPE,ST,STFIPS,VACANT,WHITE
883,1037,891,1877,1615,1459,1028,922,591,251,78,1015,121,138,4.07,3.95,7566, ,Census Designated Place,2379,5929,677,3462,0,3286,2926,275,246,3157,5718,661,423,30.5,32.0,29.1,178,476,Wyandanch,3156,1432,1718,3683294,11647,11633,6,1208,"{'x': -8168283.371012655, 'y': 4975057.666426771, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",NY,36,231,1914
622,452,236,939,1367,1373,2018,610,2335,1779,833,560,53,167,2.55,2.13,494, ,village,4170,7010,202,3498,1,279,6047,1203,665,7634,6114,902,2848,57.4,58.3,56.2,40,158,Pinehurst,3192,69,5115,3751940,13124,13974,6,932,"{'x': -8845476.29208853, 'y': 4189772.781542611, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",NC,37,1587,12182
876,958,2008,2290,1578,1438,948,971,584,212,46,1384,96,374,3.11,2.74,2978, ,Census Designated Place,3607,6740,550,3499,57,1628,4846,565,652,5191,6553,1358,1285,26.7,27.7,25.8,158,807,Piney Green,3193,561,2738,3752260,13293,14655,6,2108,"{'x': -8607322.384009704, 'y': 4130000.7811244116, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",NC,37,345,8420
671,681,624,1238,1306,1392,1368,620,1060,801,420,785,53,88,3.03,2.35,2986, ,town,2632,5887,471,3505,7,2114,4363,1076,641,4834,5079,683,982,41.5,45.2,38.1,137,213,Smithfield,3199,1376,2235,3762520,10966,10929,6,2128,"{'x': -8721715.672220005, 'y': 4234066.466499865, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",NC,37,471,6243
643,645,584,1279,1282,1494,1609,723,1317,1161,909,688,74,104,2.75,2.07,2959, ,town,3304,6777,534,3506,8,482,5866,1618,926,6859,5557,734,1648,47.2,49.3,44.6,78,175,Southern Pines,3200,166,3347,3763120,12334,13684,6,2519,"{'x': -8839185.311739087, 'y': 4189998.096841983, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",NC,37,993,8848
652,758,637,1237,1378,1478,1243,587,877,638,345,647,21,86,2.93,2.29,156, ,borough,2653,5477,398,3518,0,386,4540,1078,785,5035,5000,698,1045,40.4,42.5,38.3,184,172,Berwick,3213,155,2640,4205888,10477,10160,6,1900,"{'x': -8488026.45685086, 'y': 5020530.136761712, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",PA,42,495,9887
404,3090,4772,1377,1083,1045,897,386,530,508,303,460,16,232,2.88,2.3,914, ,town,1714,8141,261,3521,3,508,4746,1607,1392,5121,6714,433,666,23.2,23.0,23.5,119,205,Bloomsburg,3216,180,1550,4207128,14855,14886,6,3196,"{'x': -8510683.48168368, 'y': 5013143.490480254, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",PA,42,375,13305
595,600,665,1395,1335,1487,1231,677,748,575,329,763,23,64,3.03,2.37,528, ,borough,2542,5377,445,3529,3,938,4298,922,820,4672,5023,655,991,38.8,40.1,37.4,150,366,Columbia,3224,361,2430,4215384,10400,10517,6,1868,"{'x': -8515316.616590302, 'y': 4870985.480940952, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",PA,42,374,9055
979,1016,842,1392,1403,1304,750,939,415,324,347,976,26,74,3.59,3.03,8428, ,borough,2392,5827,956,3530,3,228,3367,506,457,3888,4860,499,352,29.3,31.9,25.2,176,354,Darby,3225,67,1763,4218152,10687,11059,6,1604,"{'x': -8378025.393474926, 'y': 4854462.020654438, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",PA,42,521,1735
394,1817,1790,944,777,1097,880,397,573,471,249,451,24,246,3.02,2.38,1092, ,borough,1758,5285,310,3534,3,1166,3175,817,588,3456,4555,460,649,25.6,27.7,24.6,83,323,East Stroudsburg,3229,359,1476,4221872,9840,9886,5,1699,"{'x': -8368762.252852586, 'y': 5012675.887260309, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",PA,42,281,7793
581,1258,1539,1480,1404,1379,1186,641,668,541,221,647,26,132,2.89,2.33,141, ,borough,2656,6171,280,3535,7,381,4279,907,696,4521,5374,834,1213,32.4,32.4,32.4,133,166,Elizabethtown,3230,124,2467,4223016,11545,12010,6,1812,"{'x': -8527021.229754379, 'y': 4888716.954535726, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",PA,42,242,10949
308,3287,5039,1262,704,852,793,322,521,350,191,346,12,315,2.83,2.23,925, ,borough,1550,7724,159,3547,3,281,4624,1678,1377,4909,6251,429,732,22.7,22.4,23.1,41,202,Indiana,3242,98,1686,4236816,13975,14098,6,2938,"{'x': -8811516.855085405, 'y': 4956744.158871948, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",PA,42,285,12420
544,626,702,1245,1357,1406,1359,575,1006,797,325,523,13,45,2.87,2.2,167, ,city,2689,5464,388,3564,1,270,4693,1086,907,5359,5001,615,1123,42.6,44.2,40.9,125,132,Nanticoke,3259,67,2717,4252584,10465,10310,6,1976,"{'x': -8460308.945593769, 'y': 5041943.608833065, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",PA,42,666,10040
490,8766,21230,3971,1550,1395,1334,537,839,718,427,777,64,4121,2.71,2.3,1602, ,borough,3069,19353,248,3579,17,1629,12610,4278,5251,13007,22681,804,1485,22.5,22.4,22.5,125,853,State College,3274,418,2562,4273808,42034,42975,6,10048,"{'x': -8666981.700340418, 'y': 4981561.974337432, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",PA,42,397,34959
646,654,636,1351,1271,1446,1386,609,809,613,315,636,29,48,2.96,2.18,1874, ,city,2457,5513,580,3580,1,143,4575,1241,867,5173,4859,504,884,40.1,42.8,37.3,125,355,Uniontown,3275,33,2182,4278528,10372,9972,5,2393,"{'x': -8874886.733686319, 'y': 4851322.640677862, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",PA,42,598,8032
641,615,676,1572,1365,1396,1161,684,770,566,252,870,39,65,2.91,2.33,319, ,borough,2740,5508,462,3582,1,386,4512,953,790,4969,5060,728,1109,36.7,37.9,35.5,177,246,Waynesboro,3277,129,2373,4281824,10568,10976,6,2139,"{'x': -8636409.81718815, 'y': 4830034.904655539, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",PA,42,457,9769
500,3204,4781,2972,1541,1472,1206,599,633,463,324,766,39,259,3.04,2.32,2225, ,borough,2403,9540,352,3584,5,2481,6335,1895,2019,6762,8921,671,862,24.4,23.9,24.8,110,444,West Chester,3279,959,2198,4282704,18461,19254,6,4137,"{'x': -8416399.199653445, 'y': 4860149.512806748, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",PA,42,427,14530
615,649,447,863,1122,1423,1541,564,1021,1004,771,441,7,346,2.87,2.24,246, ,borough,2856,5606,172,3591,5,565,4612,1135,616,4936,4855,862,1566,48.8,50.9,46.4,48,158,Wyomissing,3286,180,3150,4286880,10461,10994,6,1462,"{'x': -8456967.918280693, 'y': 4914259.03714009, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",PA,42,324,9519
672,382,219,2016,2424,967,395,1201,147,42,6,1374,20,2547,3.53,3.17,665, ,Census Designated Place,2541,4947,139,3623,7,578,3100,256,297,3265,4898,1706,587,31.4,31.2,31.6,50,482,Brambleton,3318,158,2739,5109188,9845,15943,6,361,"{'x': -8630857.24117372, 'y': 4718843.227061836, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",VA,51,165,5966
364,2337,3887,1624,922,1053,1203,366,1071,603,205,433,38,808,2.66,2.17,1968, ,city,2252,7443,262,3723,5,941,4571,1233,1076,5176,6625,472,1208,24.5,24.5,24.6,64,489,Williamsburg,3418,353,1998,5186160,14068,14762,6,2573,"{'x': -8538585.881145325, 'y': 4476193.137276442, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",VA,51,605,10407
1313,1058,734,2031,1767,1446,1136,1503,665,486,209,1468,67,113,3.61,3.05,73, ,city,3352,7066,335,3730,9,884,4476,648,457,4747,6750,1618,1131,29.6,30.8,28.0,106,245,Ammon,3425,307,3205,1601990,13816,14416,6,1271,"{'x': -12460776.408999255, 'y': 5384265.030443313, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",ID,16,271,13002
890,817,818,1799,1235,1330,1143,1099,721,579,229,1239,418,125,3.31,2.74,40, ,city,2958,5992,381,3731,18,2192,4229,690,563,4547,5907,1091,1081,30.8,32.1,29.7,174,328,Blackfoot,3426,1077,2788,1607840,11899,12099,6,1441,"{'x': -12506251.921352407, 'y': 5341538.8089380525, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",ID,16,318,9893
790,768,699,1445,1136,1134,935,959,679,464,263,1073,103,74,3.37,2.76,45, ,city,2499,5209,358,3732,5,3460,3644,634,498,3885,5136,950,861,30.9,32.3,29.6,139,339,Burley,3427,1795,2183,1611260,10345,10717,6,1461,"{'x': -12667410.964128684, 'y': 5241724.981599111, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",ID,16,241,7984
1157,929,822,2228,1646,1494,1333,1406,753,438,204,1512,339,159,3.4,2.94,62, ,city,3586,7156,370,3733,36,1050,4732,666,464,4961,6766,1558,1281,30.2,30.7,29.7,172,412,Chubbuck,3428,318,3324,1614680,13922,14385,6,1408,"{'x': -12520032.517674034, 'y': 5300234.653628103, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",ID,16,229,12596
1010,3702,9420,3973,1086,1002,745,1147,466,329,152,2452,60,305,3.17,3.41,161, ,city,4925,13427,186,3736,48,1435,7179,1269,947,7617,12057,2148,2349,22.4,21.8,23.0,52,428,Rexburg,3431,581,2205,1667420,25484,27379,6,4974,"{'x': -12444663.72211095, 'y': 5438003.542984187, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",ID,16,438,23901
494,890,1510,1390,950,1131,1097,507,731,676,446,672,215,116,2.79,2.09,43, ,city,2350,5556,287,3750,2,287,4644,1374,903,5045,4938,673,1113,33.3,35.5,31.2,96,241,Spearfish,3445,62,2359,4660020,10494,11114,6,2285,"{'x': -11556767.650987353, 'y': 5541746.099334577, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",SD,46,401,9815
390,384,969,2602,1584,1197,768,469,339,161,90,624,78,138,3.04,2.39,35, ,town,1858,4392,180,3753,12,2607,3964,910,1187,4736,5185,682,714,32.1,32.1,32.2,108,218,Jackson,3448,1451,1641,5640120,9577,9494,5,2323,"{'x': -12329374.966447052, 'y': 5384741.010236071, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",WY,56,772,7645
612,699,865,1498,1158,1313,1272,725,768,610,237,858,1099,35,2.96,2.37,50, ,city,2600,5304,406,3754,6,956,4252,894,730,4567,5311,736,1100,35.4,37.5,33.8,149,367,Riverton,3449,196,2807,5666220,10615,10607,6,1445,"{'x': -12069710.423804177, 'y': 5316716.667552302, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",WY,56,315,8862
671,1072,1180,1263,1223,1318,971,754,469,511,345,823,43,1043,3.44,2.75,468, ,city,2280,5293,297,3788,93,3822,3536,675,562,3791,5307,836,854,30.8,32.6,29.2,128,257,Storm Lake,3483,1441,2177,1975630,10600,10639,6,1359,"{'x': -10597504.450044919, 'y': 5257953.751604363, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",IA,19,255,7255
499,768,1005,1559,1048,1325,1116,608,840,907,688,707,44,77,2.74,2.02,94, ,city,2552,5724,375,3791,2,165,5298,1528,1192,5821,5346,639,1228,38.7,44.0,33.9,115,151,Alexandria,3486,38,2761,2700928,11070,11644,6,2537,"{'x': -10617678.429626893, 'y': 5759992.146536909, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",MN,27,523,10664
585,1472,2473,1881,1025,1217,1137,733,756,682,551,919,1523,187,2.83,2.18,155, ,city,2557,7029,589,3796,8,250,5339,1667,1092,5748,6402,558,974,27.4,29.5,25.4,159,589,Bemidji,3491,46,2566,2705068,13431,13488,6,2773,"{'x': -10562354.057684682, 'y': 6021134.293223056, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",MN,27,409,10923
892,647,557,1959,1641,1072,639,1000,319,169,43,1122,43,121,3.38,2.97,176, ,city,2500,4994,266,3797,1,371,3377,349,498,3640,5066,1201,704,29.4,29.1,29.6,195,262,Big Lake,3492,157,2787,2705752,10060,10452,6,590,"{'x': -10435487.080004679, 'y': 5675567.806837882, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",MN,27,263,9300
666,767,581,1317,1107,1449,1386,666,837,841,586,666,206,64,2.84,2.2,66, ,city,2633,5703,407,3826,0,131,4615,1189,767,4910,5166,691,1207,42.0,45.7,37.7,105,217,Grand Rapids,3521,30,2864,2725118,10869,11184,6,1751,"{'x': -10412004.387154052, 'y': 5980991.126734821, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",MN,27,295,10286
875,750,538,1414,1658,1424,832,855,520,342,179,738,42,84,3.25,2.77,52, ,city,2591,5079,254,3849,1,189,3604,486,500,3767,5046,1125,939,34.3,34.8,33.7,123,135,North Branch,3544,26,2953,2746798,10125,10377,6,651,"{'x': -10348272.848336795, 'y': 5702766.368635129, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",MN,27,163,9785
510,1333,2037,1471,998,1236,995,629,599,444,251,693,64,180,2.99,2.44,369, ,city,2150,5657,324,3869,0,718,3491,766,562,3697,5539,696,916,27.5,27.3,27.7,88,229,St. Peter,3564,263,2278,2758036,11196,11256,6,1213,"{'x': -10460058.358697362, 'y': 5516576.71108987, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",MN,27,206,10091
957,691,354,1363,1913,1478,730,1043,484,413,312,959,29,119,3.31,2.7,113, ,city,2748,5520,211,3878,2,266,3909,682,471,4112,5177,1466,885,34.9,35.8,33.7,82,122,Waconia,3573,76,3002,2767432,10697,11651,6,907,"{'x': -10440913.190398397, 'y': 5595391.549428572, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",MN,27,203,10236
820,854,1014,1828,1504,1492,1230,927,832,665,420,1178,91,1104,3.36,2.79,698, ,city,2917,6237,370,3884,9,4521,4458,852,668,4699,6527,945,1213,33.5,35.5,31.8,211,306,Worthington,3579,2620,2808,2771734,12764,13193,6,1650,"{'x': -10643888.44833216, 'y': 5407011.801666361, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",MN,27,241,7936
392,1427,3173,1422,761,805,720,458,424,286,180,523,377,221,2.9,2.21,176, ,city,1692,5514,229,3895,4,256,3811,1095,1017,4043,5057,544,707,23.9,23.8,24.1,76,272,Vermillion,3590,52,1621,4666700,10571,10379,6,2190,"{'x': -10789577.557393994, 'y': 5278925.393680687, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",SD,46,232,9469
