AGE_10_14,AGE_15_19,AGE_20_24,AGE_25_34,AGE_35_44,AGE_45_54,AGE_55_64,AGE_5_9,AGE_65_74,AGE_75_84,AGE_85_UP,AGE_UNDER5,AMERI_ES,ASIAN,AVE_FAM_SZ,AVE_HH_SZ,BLACK,CAPITAL,CLASS,FAMILIES,FEMALES,FHH_CHILD,FID,HAWN_PI,HISPANIC,HOUSEHOLDS,HSEHLD_1_F,HSEHLD_1_M,HSE_UNITS,MALES,MARHH_CHD,MARHH_NO_C,MED_AGE,MED_AGE_F,MED_AGE_M,MHH_CHILD,MULT_RACE,NAME,OBJECTID,OTHER,OWNER_OCC,PLACEFIPS,POP2010,POPULATION,POP_CLASS,RENTER_OCC,SHAPE,ST,STFIPS,VACANT,WHITE
734,551,662,2297,1448,822,495,986,211,86,32,1191,115,218,3.27,2.86,339, ,city,2530,4847,364,1789,8,1161,3319,397,375,3715,4668,1259,680,27.6,27.8,27.4,113,250,Centerton,989,590,2121,0512820,9515,11218,6,1198,"{'x': -10497250.205692092, 'y': 4350213.278681768, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",AR,05,396,7995
786,696,697,1399,1155,1247,1018,844,606,435,246,966,26,20,3.22,2.61,4376, ,city,2503,5418,673,1795,7,2096,3760,712,537,4312,4677,681,690,32.6,33.9,31.0,140,236,Hope,995,1488,1957,0533190,10095,10057,6,1803,"{'x': -10418329.695651466, 'y': 3983625.3985021515, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",AR,05,552,3942
266,276,167,372,536,842,2614,215,4189,2426,689,215,20,49,2.23,1.93,145, ,Census Designated Place,4759,6746,114,1797,2,197,6593,1175,649,7963,6061,330,4120,67.1,66.4,67.8,41,108,Hot Springs Village,997,55,5996,0533482,12807,13461,6,597,"{'x': -10349177.06950987, 'y': 4117631.295810808, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",AR,05,1370,12428
700,1264,1629,1318,1154,1236,1161,649,795,634,362,675,43,144,2.99,2.28,4852, ,city,2597,6229,606,1800,4,256,4542,1146,787,5288,5348,625,969,31.3,33.9,28.7,98,152,Magnolia,1000,137,2379,0543460,11577,11303,6,2163,"{'x': -10377889.721911509, 'y': 3932211.481510174, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",AR,05,746,6245
593,818,749,1580,1180,1322,1179,628,757,525,261,726,42,37,2.98,2.36,3088, ,city,2325,4928,498,1801,5,445,3745,819,580,4272,5390,579,837,35.5,38.8,33.5,125,262,Malvern,1001,171,2133,0543610,10318,10414,6,1612,"{'x': -10332207.366367236, 'y': 4078790.751929151, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",AR,05,527,6713
612,630,655,1319,1113,1290,1444,651,1745,1479,785,725,63,72,2.65,2.04,35, ,city,3385,6836,459,1803,7,245,5877,1625,850,6407,5612,723,1777,49.1,51.9,45.6,132,182,Mountain Home,1003,67,3614,0547390,12448,12227,6,2263,"{'x': -10284206.527171602, 'y': 4346730.596425868, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",AR,05,530,12022
620,670,498,1177,1124,1483,1212,606,795,748,445,725,8,68,2.91,2.25,55, ,city,2605,5346,289,1818,1,239,4357,1046,689,4698,4757,844,1236,41.9,44.3,39.4,94,128,Carroll,1018,149,2999,1911080,10103,10123,6,1358,"{'x': -10560288.938975476, 'y': 5171431.649729403, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",IA,19,341,9694
745,470,1060,3855,2026,1233,822,1123,289,136,46,1569,25,246,3.08,2.44,608, ,city,3262,6825,392,1830,3,462,5492,1165,1047,5761,6549,1500,1051,29.2,29.2,29.0,121,310,North Liberty,1030,115,4032,1957360,13374,16337,6,1460,"{'x': -10198405.095021255, 'y': 5122750.5200639125, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",IA,19,269,12067
711,851,1055,1443,1221,1416,1243,731,824,670,464,834,31,196,2.92,2.3,229, ,city,2842,5866,432,1831,2,270,4715,1062,794,5144,5597,813,1262,35.9,38.6,33.3,138,203,Oskaloosa,1031,106,2936,1959925,11463,11394,6,1779,"{'x': -10312525.34012037, 'y': 5055252.04393365, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",IA,19,429,10696
621,1025,1240,1155,1037,1236,1014,667,717,630,349,661,24,238,2.96,2.4,74, ,city,2500,5413,166,1833,2,175,3735,742,483,4086,4939,897,1290,33.2,35.1,31.5,47,144,Pella,1033,32,2479,1962040,10352,10436,6,1256,"{'x': -10343583.9629594, 'y': 5072192.900937692, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",IA,19,351,9838
832,1103,1000,1482,1412,1474,1354,909,874,634,330,1011,334,79,3.07,2.47,487, ,city,3030,6424,496,1838,15,2149,4802,968,777,5646,5991,900,1183,34.0,35.7,32.3,201,573,Arkansas City,1038,1075,2879,2002300,12415,12572,6,1923,"{'x': -10802307.302954547, 'y': 4448964.406249189, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",KS,20,844,9852
654,1127,1345,1195,1112,1367,1068,736,744,586,283,804,65,54,3.08,2.45,789, ,city,2447,5819,407,1839,8,302,3933,821,657,4442,5202,732,959,31.8,33.6,29.9,149,343,Atchison,1039,76,2391,2002900,11021,11075,6,1542,"{'x': -10589800.835153427, 'y': 4802830.046314461, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",KS,20,509,9686
572,915,821,1248,1059,1253,1176,650,815,630,423,733,515,75,2.98,2.29,1200, ,city,2456,5410,386,1840,21,765,4226,971,779,5021,4885,664,1021,36.9,39.6,34.2,123,699,Coffeyville,1040,344,2579,2014600,10295,9962,5,1647,"{'x': -10645444.665981704, 'y': 4443914.295938379, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",KS,20,795,7441
963,897,634,1485,1430,1353,1002,899,662,475,178,848,128,95,3.2,2.78,66, ,city,2932,5625,401,1847,1,500,3857,523,387,4087,5201,1110,1049,32.9,33.6,32.2,173,375,Haysville,1047,130,2882,2031125,10826,11090,6,975,"{'x': -10837056.102904662, 'y': 4518296.910379606, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",KS,20,230,10031
839,737,734,1673,1667,1486,1222,932,787,463,148,819,43,166,3.0,2.49,347, ,Census Designated Place,3212,6018,428,1875,4,323,4616,815,567,4890,5489,1193,1209,35.1,36.4,33.7,127,121,Claiborne,1075,100,3173,2215605,11507,12055,6,1443,"{'x': -10263436.934880534, 'y': 3834122.0149614722, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",LA,22,274,10726
749,677,635,1550,1340,1362,1188,784,787,478,196,832,93,162,3.05,2.46,3529, ,city,2740,5534,506,1877,14,474,4161,770,632,4634,5044,848,1019,35.5,37.7,33.5,110,368,DeRidder,1077,106,2585,2220610,10578,10899,6,1576,"{'x': -10385376.07455282, 'y': 3612857.9673806718, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",LA,22,473,6306
748,768,767,1383,1046,1343,1179,774,811,600,183,796,26,61,3.08,2.47,3393, ,city,2655,5663,644,1878,0,240,4146,872,600,4578,4735,646,926,34.7,36.4,32.8,106,137,Eunice,1078,117,2242,2224565,10398,10115,6,1904,"{'x': -10288043.128486225, 'y': 3566739.6898516174, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",LA,22,432,6664
542,1031,1461,1310,978,1015,806,643,725,710,393,711,54,64,2.92,2.29,155, ,city,2342,5522,333,1894,4,259,3970,1010,600,4432,4803,700,1020,30.3,33.2,27.9,107,185,Bolivar,1094,73,2002,2906976,10325,10236,6,1968,"{'x': -10399183.99880756, 'y': 4523824.992840291, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",MO,29,462,9790
539,596,831,1417,1302,1356,1331,509,1176,622,259,582,92,159,2.77,2.2,207, ,city,2695,5481,310,1895,13,928,4688,1161,814,8599,5039,651,1357,41.2,43.2,38.9,107,278,Branson,1095,413,2057,2907966,10520,11506,6,2631,"{'x': -10382011.877423568, 'y': 4388852.871042261, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",MO,29,3911,9358
469,3595,5309,2992,949,164,32,646,10,0,0,895,157,385,3.66,3.27,2487, ,Census Designated Place,1342,4232,79,1899,111,2200,1638,55,237,2014,10829,972,249,21.8,21.9,21.8,36,717,Fort Leonard Wood,1099,577,10,2925264,15061,15309,6,1628,"{'x': -10258892.35485148, 'y': 4537949.035814573, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",MO,29,376,10627
1020,815,691,2467,2058,1392,968,1267,508,271,101,1296,73,80,3.22,2.81,327, ,city,3395,6565,436,1902,17,632,4566,648,489,4867,6289,1504,1054,30.6,31.4,29.7,189,302,Grain Valley,1102,151,3057,2928090,12854,13418,6,1509,"{'x': -10487267.336137788, 'y': 4724087.810076816, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",MO,29,301,11904
772,714,605,1379,1277,1262,976,743,684,592,279,736,69,64,3.07,2.49,115, ,city,2516,5289,410,1904,4,265,3854,814,508,4144,4730,842,880,35.5,38.1,32.7,141,170,Harrisonville,1104,79,2330,2930610,10019,10022,6,1524,"{'x': -10502625.624195332, 'y': 4672063.624440836, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",MO,29,290,9518
360,2077,3484,1163,793,884,881,434,572,483,315,526,29,324,2.82,2.16,369, ,city,1865,6233,215,1914,3,193,4217,1248,1094,4543,5739,566,857,23.7,23.8,23.7,68,145,Maryville,1114,50,1955,2946640,11972,12287,6,2262,"{'x': -10560882.326296635, 'y': 4915865.466332181, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",MO,29,326,11052
766,981,704,1444,1271,1445,1298,799,884,673,403,875,45,88,2.91,2.33,960, ,city,2908,5973,561,1915,6,474,4727,1061,727,5272,5570,748,1187,36.6,40.2,32.6,166,272,Mexico,1115,239,2911,2947648,11543,11703,6,1816,"{'x': -10226938.203444459, 'y': 4744336.789866093, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",MO,29,545,9933
827,973,944,1655,1362,1363,1175,850,812,584,286,1004,186,103,3.12,2.55,118, ,city,2962,6117,435,1917,284,1337,4457,888,587,4998,5718,1027,1103,32.8,35.1,30.7,157,322,Neosho,1117,852,2701,2951572,11835,12265,6,1756,"{'x': -10504371.397898309, 'y': 4414446.151895216, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",MO,29,541,9970
869,806,865,1645,1391,1351,1043,841,675,438,162,910,160,101,3.1,2.57,178, ,city,2840,5720,428,1928,9,543,4230,791,570,4730,5276,1003,1021,32.1,33.7,30.4,166,332,Webb City,1128,241,2535,2978118,10996,12119,6,1695,"{'x': -10516066.320812041, 'y': 4458843.113625705, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",MO,29,500,9975
790,790,891,1571,1325,1400,1252,771,957,877,406,956,76,102,2.93,2.3,101, ,city,3012,6491,516,1929,6,265,5001,1221,728,5509,5495,859,1239,36.7,39.3,33.9,156,219,West Plains,1129,91,2680,2978928,11986,12418,6,2321,"{'x': -10226730.827144295, 'y': 4402608.241569053, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",MO,29,508,11391
809,702,568,1462,1376,1281,1053,796,640,317,115,824,1102,82,3.07,2.66,346, ,city,2760,5160,416,1953,9,407,3701,496,428,3991,4783,949,1072,33.7,34.4,33.0,135,789,Coweta,1153,146,2689,4017800,9943,10301,6,1012,"{'x': -10645208.670219691, 'y': 4294249.805202537, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",OK,40,290,7469
913,809,646,1824,1527,1477,953,939,492,178,85,965,1428,102,3.25,2.89,264, ,city,2927,5640,414,1961,9,636,3723,453,335,3947,5168,1203,955,31.1,32.4,29.9,131,925,Glenpool,1161,234,2906,4029600,10808,11843,6,817,"{'x': -10686176.634753518, 'y': 4284904.823808546, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",OK,40,224,7846
614,837,840,1309,1020,1346,1203,653,819,530,288,732,318,45,2.95,2.34,1365, ,city,2517,5400,431,1962,7,465,4015,889,603,4643,4791,709,996,36.1,39.0,32.9,117,542,Guthrie,1162,163,2442,4031700,10191,10320,6,1573,"{'x': -10858172.208280288, 'y': 4267963.430293527, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",OK,40,628,7751
485,1173,2501,1617,815,1030,851,553,523,369,195,721,613,177,2.91,2.22,327, ,city,2303,5469,264,1982,7,811,4420,1096,1007,4802,5364,741,979,25.0,25.2,24.9,114,426,Weatherford,1182,353,2093,4079450,10833,11899,6,2327,"{'x': -10985848.118651124, 'y': 4237331.826836001, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",OK,40,382,8930
1229,1208,958,1874,1622,1184,821,1377,455,217,61,1335,12,7,4.19,3.99,25, ,city,2801,6289,499,1990,9,11554,3090,141,142,3317,6052,1395,578,25.3,26.5,24.1,119,99,Alton,1190,216,2148,4802212,12341,13264,6,942,"{'x': -10943987.143150903, 'y': 3034905.197290325, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",TX,48,227,11973
903,1073,989,1659,1515,1431,1272,906,929,709,368,956,63,77,3.19,2.53,2256, ,city,2970,6613,548,1995,3,3397,4645,1053,610,5204,6097,932,1081,34.2,36.9,31.4,120,267,Athens,1195,1739,2450,4804504,12710,13084,6,2195,"{'x': -10666422.655706627, 'y': 3791110.628373478, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",TX,48,559,8305
851,866,722,1394,1296,1447,1393,804,817,594,279,844,10,20,3.04,2.48,6943, ,city,3043,6165,894,2006,2,99,4444,837,559,5011,5142,585,977,36.3,38.3,34.0,114,53,West Point,2006,31,2583,2879120,11307,10999,6,1861,"{'x': -9869270.075694725, 'y': 3976071.905050242, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",MS,28,567,4248
960,997,850,1489,1217,1425,1044,934,669,517,236,1065,18,60,3.42,2.76,9405, ,city,2672,6176,1080,2007,0,79,3960,718,562,4442,5227,466,506,30.8,33.8,27.2,124,64,Yazoo City,2007,10,1950,2881520,11403,11169,6,2010,"{'x': -10064031.09623272, 'y': 3876977.4558137036, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",MS,28,482,1846
754,757,651,1295,1298,1407,1382,769,988,554,258,819,24,63,2.95,2.41,1766, ,city,2849,5784,589,2029,7,388,4377,911,594,4863,5148,692,1168,38.3,40.3,36.1,123,182,Kennett,2029,138,2441,2938306,10932,10790,6,1936,"{'x': -10024119.016104706, 'y': 4333751.189634189, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",MO,29,486,8752
858,724,565,1752,1455,1217,847,929,614,420,209,950,43,79,3.16,2.67,324, ,city,2727,5547,427,2048,4,313,3843,663,437,4141,4993,1054,888,32.2,33.4,31.0,177,252,Troy,2048,87,2581,2973942,10540,10919,6,1262,"{'x': -10126962.159523504, 'y': 4717606.543789266, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",MO,29,298,9751
667,661,733,1668,1297,1250,924,888,574,406,198,938,57,43,3.14,2.59,110, ,city,2612,5274,361,2049,3,146,3902,711,553,4226,4930,965,898,32.2,33.0,31.4,172,168,Union,2049,56,2563,2974626,10204,10597,6,1339,"{'x': -10129109.301216507, 'y': 4641702.503148649, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",MO,29,324,9767
1146,948,400,1709,2393,1456,755,1190,307,131,44,1038,19,207,3.45,3.2,1594, ,town,3128,5877,307,2055,2,343,3582,233,215,3739,5640,1783,818,31.9,32.2,31.6,74,240,Arlington,2055,99,3261,4701740,11517,12807,6,321,"{'x': -9981797.828797666, 'y': 4199206.370976631, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",TN,47,157,9356
786,790,643,1276,1185,1451,1255,839,671,436,191,769,21,11,3.07,2.47,6654, ,city,2731,5703,834,2057,0,481,4129,883,496,4522,4589,569,794,35.4,38.2,32.5,94,103,Brownsville,2057,327,2096,4708920,10292,10135,6,2033,"{'x': -9936095.821801048, 'y': 4244093.187276579, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",TN,47,393,3176
488,1648,2790,1216,939,1061,922,503,627,479,264,536,22,329,2.87,2.26,1936, ,city,2135,5907,355,2063,5,258,4197,1058,985,4635,5566,614,853,24.6,25.4,24.2,91,209,Martin,2063,73,1900,4746240,11473,11699,6,2297,"{'x': -9890934.63995634, 'y': 4347378.594877824, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",TN,47,438,8899
692,715,758,1268,1356,1416,1096,678,840,505,160,692,62,241,3.06,2.51,2610, ,city,2638,5284,452,2065,19,600,3913,727,539,4408,4892,758,968,37.2,40.2,34.4,126,318,Millington,2065,288,2150,4749060,10176,10431,6,1763,"{'x': -10006611.073427973, 'y': 4210004.1431722585, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",TN,47,495,6638
569,592,613,1199,1119,1312,1206,639,989,779,382,757,35,65,2.86,2.21,1955, ,city,2559,5539,533,2066,1,166,4404,1160,657,5058,4617,591,962,41.4,44.5,37.6,131,238,Paris,2066,43,2590,4756720,10156,10041,6,1814,"{'x': -9830246.8103449, 'y': 4341093.534848044, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",TN,47,654,7819
703,640,658,1384,1408,1462,1349,750,934,617,287,703,18,44,2.9,2.27,2583, ,city,2848,5858,568,2067,6,563,4627,1029,735,5095,5037,703,1161,39.3,41.3,37.2,127,184,Union City,2067,312,2392,4775940,10895,10729,6,2235,"{'x': -9912671.037126893, 'y': 4359396.07716893, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",TN,47,468,7748
526,528,694,1893,1623,1475,1061,502,745,412,158,577,184,30,3.09,2.43,5672, ,city,1889,3990,494,2073,6,185,3002,638,462,3480,6204,431,617,37.3,38.3,36.9,66,146,Atmore,2073,83,1849,0103004,10194,10226,6,1153,"{'x': -9736385.541043842, 'y': 3650982.425412888, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",AL,01,478,4073
705,543,662,2712,1880,1181,972,878,586,265,77,1159,23,75,3.01,2.49,2668, ,city,3240,6051,409,2077,5,578,4657,815,588,5128,5569,1285,1220,31.9,32.5,31.4,88,236,Calera,2077,340,3823,0111416,11620,12793,6,834,"{'x': -9657171.584810479, 'y': 3911708.8727562637, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",AL,01,471,8273
753,524,365,1695,1792,1368,1004,891,522,234,61,974,33,208,3.11,2.75,582, ,city,2929,5213,184,2079,13,325,3657,394,327,3906,4970,1398,1153,34.5,34.4,34.5,69,130,Chelsea,2079,108,3348,0114104,10183,11196,6,309,"{'x': -9639605.273094581, 'y': 3940509.067157151, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",AL,01,249,9109
647,1626,2849,1451,1100,1185,1127,597,765,495,182,524,65,164,2.91,2.24,3362, ,city,2466,6690,434,2096,20,284,4917,1364,1068,5382,5858,689,957,25.2,26.1,24.8,84,239,Jacksonville,2096,80,2220,0138272,12548,12627,6,2697,"{'x': -9546122.495405555, 'y': 4003100.2222415, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",AL,01,465,8618
261,576,1380,2851,1579,834,527,526,282,153,45,878,206,795,3.38,2.97,697, ,city,1851,3647,149,2139,3,5782,3326,562,870,3745,6245,631,524,29.0,29.5,28.7,213,410,Chamblee,2138,3316,1107,1315172,9892,10326,6,2219,"{'x': -9384636.357337467, 'y': 4013862.439934185, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",GA,13,419,4465
837,868,725,1410,1238,1341,1245,945,702,522,281,1033,13,140,3.2,2.56,7419, ,city,2763,6145,949,2143,1,369,4264,871,607,4898,5002,553,697,33.1,35.3,30.3,113,126,Cordele,2142,220,1633,1319616,11147,10990,6,2631,"{'x': -9325705.708893823, 'y': 3758197.001458002, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",GA,13,634,3228
747,1085,2222,2401,1268,709,452,892,267,124,29,1071,81,246,3.45,2.98,2123, ,unknown,2067,4228,370,2145,72,1398,2686,264,347,3376,7039,997,535,24.1,26.6,23.6,68,498,Cusseta,2144,494,904,1321017,11267,11702,6,1782,"{'x': -9442420.827909933, 'y': 3805715.8619073797, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",GA,13,690,7753
808,786,796,2057,1708,1291,856,1020,524,367,200,1131,41,152,3.14,2.55,3598, ,city,2909,6307,741,2146,5,826,4458,940,596,4970,5237,986,748,30.9,32.9,28.6,148,349,Dallas,2145,343,2336,1321324,11544,11756,6,2122,"{'x': -9444629.927471165, 'y': 4017423.9455330293, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",GA,13,512,7056
831,1021,966,1390,1375,1416,1259,879,803,506,244,899,19,105,3.2,2.54,6025, ,city,2761,6285,761,2149,13,728,4259,931,551,4868,5304,686,812,33.5,35.7,31.1,105,158,Douglas,2148,450,2273,1323872,11589,12058,6,1986,"{'x': -9223300.458391858, 'y': 3698812.528213981, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",GA,13,609,4819
545,2215,3557,1729,1418,1452,1261,624,613,384,257,513,22,1599,2.86,2.11,1118, ,Census Designated Place,2202,7588,125,2151,6,419,4983,1511,1256,5420,6980,863,1046,24.8,24.7,24.8,43,320,Druid Hills,2150,99,2600,1324264,14568,15593,6,2383,"{'x': -9387124.480983488, 'y': 4000297.394938274, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",GA,13,437,11404
962,824,811,2186,1794,1230,673,1035,363,185,25,1128,65,159,3.31,2.88,3360, ,city,2901,5653,545,2163,29,1552,3896,475,501,4298,5563,1205,760,28.8,29.7,27.9,157,551,Grovetown,2162,594,2448,1335716,11216,13732,6,1448,"{'x': -9151183.163111174, 'y': 3955116.3987170625, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",GA,13,402,6458
531,516,639,1659,1607,1440,1097,642,665,471,179,768,59,91,3.08,2.51,4094, ,city,2141,4366,501,2165,2,937,3184,592,438,3663,5848,558,746,37.1,37.8,36.9,90,274,Jesup,2164,271,1671,1342268,10214,10091,6,1513,"{'x': -9115926.544794764, 'y': 3710801.5366005013, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",GA,13,479,5423
867,773,590,1394,1559,1400,924,867,642,435,232,775,27,243,3.23,2.73,2316, ,city,2780,5646,450,2172,7,712,3825,680,348,4176,4812,1050,921,34.8,36.3,33.0,107,235,Loganville,2171,310,2661,1347196,10458,11101,6,1164,"{'x': -9339217.006112702, 'y': 4006663.1130570234, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",GA,13,351,7320
849,735,568,1428,1441,1194,677,867,310,242,145,825,33,269,3.2,2.76,1568, ,city,2509,4908,525,2192,14,694,3330,486,322,3615,4373,1014,710,30.6,32.0,29.0,118,341,Richmond Hill,2191,168,1964,1365044,9281,10788,6,1366,"{'x': -9052146.660924528, 'y': 3754619.8188114543, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",GA,13,285,6888
632,562,787,2274,1789,1373,901,664,381,206,83,979,24,2455,3.28,2.52,4072, ,Census Designated Place,2422,5444,503,2199,2,564,4210,926,852,4768,5187,744,681,32.4,33.2,31.5,95,399,Scottdale,2198,247,1652,1369392,10631,10571,6,2558,"{'x': -9380072.699819362, 'y': 4001364.2107134955, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",GA,13,558,3432
752,734,588,1265,1217,1384,1257,748,837,536,288,867,24,145,3.08,2.46,4267, ,city,2706,5714,630,2209,5,479,4162,883,557,4691,4759,743,926,37.3,39.7,34.5,82,119,Vidalia,2208,227,2157,1379388,10473,10719,6,2005,"{'x': -9173098.136893786, 'y': 3791350.6920420937, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",GA,13,529,5686
338,354,927,2984,1356,1061,1031,323,570,250,100,440,18,406,2.61,1.8,2736, ,Census Designated Place,2095,5174,312,2211,6,502,5413,1840,1469,6259,4560,452,1041,32.9,33.1,32.8,64,225,Vinings,2210,163,1716,1379612,9734,11021,6,3697,"{'x': -9403003.191222709, 'y': 4010124.492543063, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",GA,13,846,6180
1137,1154,664,1254,1355,1407,957,921,533,271,38,815,22,36,3.66,3.24,6584, ,village,2525,5578,736,2221,3,1171,3226,367,318,3685,4928,704,630,29.9,31.9,26.8,139,406,Sauk Village,2220,509,2158,1767769,10506,10414,6,1068,"{'x': -9748064.203408225, 'y': 5085082.105429161, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",IL,17,459,2946
573,1369,1891,1031,1005,1031,883,520,641,531,290,561,27,198,2.93,2.27,281, ,city,1989,5506,318,2249,5,257,3368,820,544,3742,4820,618,797,27.5,28.7,26.2,89,181,Greencastle,2248,88,1873,1829358,10326,10596,6,1495,"{'x': -9667192.84589681, 'y': 4814211.51854084, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",IN,18,374,9546
718,688,660,1387,1210,1180,1005,826,648,561,317,833,59,46,3.19,2.49,94, ,city,2401,5228,413,2283,1,2004,3940,942,578,4451,4805,776,788,34.3,37.4,31.4,154,252,Plymouth,2281,837,2213,1860822,10033,10133,6,1727,"{'x': -9608958.14865321, 'y': 5063841.965186451, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",IN,18,511,8744
25,6169,4470,999,168,32,35,67,5,0,0,213,17,2798,2.66,2.24,446, ,Census Designated Place,491,5275,23,2285,5,436,1258,293,469,1362,6908,196,244,19.7,19.6,19.8,9,268,Purdue University,2283,129,4,1862388,12183,12258,6,1254,"{'x': -9676281.046492217, 'y': 4928489.686024408, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",IN,18,104,8520
648,646,582,1309,1323,1465,1338,667,975,696,332,685,104,52,2.88,2.31,45, ,city,2805,5636,387,2296,0,208,4465,982,647,5068,5030,750,1290,41.3,43.4,39.1,141,130,Wabash,2294,64,2945,1879370,10666,10456,6,1520,"{'x': -9554821.340608506, 'y': 4983333.517776498, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",IN,18,603,10271
1016,1057,3335,3330,988,116,46,1654,18,4,0,2121,165,188,4.01,3.93,2255, ,Census Designated Place,2411,5372,441,2312,194,2057,2505,55,36,2692,8313,1691,216,21.5,20.4,21.8,58,781,Fort Campbell North,2310,575,17,2128486,13685,13940,6,2488,"{'x': -9736678.105252247, 'y': 4391196.347036978, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",KY,21,187,9527
780,744,1844,2550,1328,303,65,1105,8,1,0,1396,111,168,3.64,3.44,1677, ,Census Designated Place,2156,4226,200,2313,59,1424,2361,49,156,2961,5898,1540,361,22.8,22.2,23.1,47,538,Fort Knox,2311,324,14,2128540,10124,10051,6,2347,"{'x': -9569428.377616521, 'y': 4564071.703649223, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",KY,21,600,7247
756,734,598,1568,1566,1336,1109,745,633,431,211,818,22,79,2.96,2.48,340, ,city,2882,5582,469,2322,4,200,4194,780,503,4582,4923,980,1021,35.2,36.8,33.6,159,159,Lawrenceburg,2320,95,2727,2144146,10505,10737,6,1467,"{'x': -9453152.527871432, 'y': 4584061.351036759, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",KY,21,388,9806
